DEPARTAMENTO,MUNICIPIO,AÑO,Centros_5G_predicho,Antenas_5G_Predicho
BOYACÁ,LA CAPILLA,2027,11,1
BOYACÁ,LA UVITA,2027,15,2
BOYACÁ,LA VICTORIA,2027,8,1
BOYACÁ,LABRANZAGRANDE,2027,11,1
BOYACÁ,MACANAL,2027,15,2
BOYACÁ,MARIPÍ,2027,31,4
BOYACÁ,MIRAFLORES,2027,15,2
BOYACÁ,MONGUA,2027,11,1
BOYACÁ,MONGUÍ,2027,15,2
BOYACÁ,MONIQUIRÁ,2027,19,2
BOYACÁ,MOTAVITA,2027,11,1
BOYACÁ,MUZO,2027,19,2
BOYACÁ,NOBSA,2027,58,7
BOYACÁ,NUEVO COLÓN,2027,11,1
BOYACÁ,OICATÁ,2027,11,1
BOYACÁ,OTANCHE,2027,23,3
BOYACÁ,PACHAVITA,2027,7,1
BOYACÁ,PAIPA,2027,23,3
BOYACÁ,PAJARITO,2027,19,2
BOYACÁ,PANQUEBA,2027,11,1
BOYACÁ,PAUNA,2027,15,2
BOYACÁ,PAYA,2027,15,2
BOYACÁ,PAZ DE RÍO,2027,23,3
BOYACÁ,PESCA,2027,11,1
BOYACÁ,PISBA,2027,11,1
BOYACÁ,PUERTO BOYACÁ,2027,111,14
BOYACÁ,PÁEZ,2027,15,2
BOYACÁ,QUÍPAMA,2027,23,3
BOYACÁ,RAMIRIQUÍ,2027,28,4
BOYACÁ,RONDÓN,2027,15,2
BOYACÁ,RÁQUIRA,2027,23,3
BOYACÁ,SABOYÁ,2027,15,2
BOYACÁ,SAMACÁ,2027,23,3
BOYACÁ,SAN EDUARDO,2027,11,1
BOYACÁ,SAN JOSÉ DE PARE,2027,11,1
BOYACÁ,SAN LUIS DE GACENO,2027,31,4
BOYACÁ,SAN MATEO,2027,11,1
BOYACÁ,SAN MIGUEL DE SEMA,2027,11,1
BOYACÁ,SAN PABLO DE BORBUR,2027,19,2
BOYACÁ,SANTA ROSA DE VITERBO,2027,15,2
BOYACÁ,SANTA SOFÍA,2027,7,1
BOYACÁ,SANTANA,2027,19,2
BOYACÁ,SATIVANORTE,2027,15,2
BOYACÁ,SATIVASUR,2027,11,1
BOYACÁ,SIACHOQUE,2027,11,1
BOYACÁ,SOATÁ,2027,15,2
BOYACÁ,SOCHA,2027,23,3
BOYACÁ,SOCOTÁ,2027,15,2
BOYACÁ,SOGAMOSO,2027,33,4
BOYACÁ,SOMONDOCO,2027,12,2
BOYACÁ,SORA,2027,11,1
BOYACÁ,SORACÁ,2027,15,2
BOYACÁ,SOTAQUIRÁ,2027,19,2
BOYACÁ,SUSACÓN,2027,7,1
BOYACÁ,SUTAMARCHÁN,2027,15,2
BOYACÁ,SUTATENZA,2027,15,2
BOYACÁ,SÁCHICA,2027,11,1
BOYACÁ,TASCO,2027,23,3
BOYACÁ,TENZA,2027,15,2
BOYACÁ,TIBANÁ,2027,11,1
BOYACÁ,TIBASOSA,2027,23,3
BOYACÁ,TINJACÁ,2027,15,2
BOYACÁ,TIPACOQUE,2027,15,2
BOYACÁ,TOCA,2027,15,2
BOYACÁ,TOGÜÍ,2027,11,1
BOYACÁ,TOTA,2027,11,1
BOYACÁ,TUNJA,2027,15,2
BOYACÁ,TUNUNGUÁ,2027,11,1
BOYACÁ,TURMEQUÉ,2027,15,2
BOYACÁ,TUTA,2027,19,2
BOYACÁ,TUTAZÁ,2027,11,1
BOYACÁ,TÓPAGA,2027,15,2
BOYACÁ,UMBITA,2027,15,2
BOYACÁ,VENTAQUEMADA,2027,46,6
BOYACÁ,VILLA DE LEYVA,2027,22,3
BOYACÁ,VIRACACHÁ,2027,11,1
BOYACÁ,ZETAQUIRA,2027,11,1
CALDAS,AGUADAS,2027,50,6
CALDAS,ANSERMA,2027,16,2
CALDAS,ARANZAZU,2027,23,3
CALDAS,BELALCÁZAR,2027,31,4
CALDAS,CHINCHINÁ,2027,28,4
CALDAS,FILADELFIA,2027,38,5
CALDAS,LA DORADA,2027,33,4
CALDAS,LA MERCED,2027,29,4
CALDAS,MANIZALES,2027,101,13
CALDAS,MANZANARES,2027,23,3
CALDAS,MARMATO,2027,29,4
CALDAS,MARQUETALIA,2027,19,2
CALDAS,MARULANDA,2027,11,1
CALDAS,NEIRA,2027,27,3
CALDAS,NORCASIA,2027,23,3
CALDAS,PALESTINA,2027,25,3
CALDAS,PENSILVANIA,2027,35,4
CALDAS,PÁCORA,2027,42,5
CALDAS,RIOSUCIO,2027,32,4
CALDAS,RISARALDA,2027,19,2
CALDAS,SALAMINA,2027,25,3
CALDAS,SAMANÁ,2027,42,5
CALDAS,SAN JOSÉ,2027,15,2
CALDAS,SUPÍA,2027,19,2
CALDAS,VICTORIA,2027,35,4
CALDAS,VILLAMARÍA,2027,54,7
CALDAS,VITERBO,2027,15,2
CAQUETA,ALBANIA,2027,25,3
CAQUETA,BELÉN DE LOS ANDAQUÍES,2027,31,4
CAQUETA,CARTAGENA DEL CHAIRÁ,2027,59,7
CAQUETA,CURILLO,2027,23,3
CAQUETA,EL DONCELLO,2027,24,3
CAQUETA,EL PAUJIL,2027,16,2
CAQUETA,FLORENCIA,2027,26,3
CAQUETA,LA MONTAÑITA,2027,31,4
CAQUETA,MILÁN,2027,37,5
CAQUETA,MORELIA,2027,7,1
CAQUETA,PUERTO RICO,2027,17,2
CAQUETA,SAN JOSÉ DEL FRAGUA,2027,24,3
CAQUETA,SAN VICENTE DEL CAGUÁN,2027,67,8
CAQUETA,SOLANO,2027,15,2
CAQUETA,SOLITA,2027,31,4
CAQUETA,VALPARAÍSO,2027,17,2
CASANARE,AGUAZUL,2027,59,7
CASANARE,CHAMEZA,2027,11,1
CASANARE,HATO COROZAL,2027,31,4
CASANARE,LA SALINA,2027,11,1
CASANARE,MANÍ,2027,15,2
CASANARE,MONTERREY,2027,35,4
CASANARE,NUNCHÍA,2027,15,2
CASANARE,OROCUÉ,2027,23,3
CASANARE,PAZ DE ARIPORO,2027,18,2
CASANARE,PORE,2027,11,1
CASANARE,RECETOR,2027,3,0
CASANARE,SAN LUIS DE PALENQUE,2027,18,2
CASANARE,SÁCAMA,2027,11,1
CASANARE,TAURAMENA,2027,23,3
CASANARE,TRINIDAD,2027,15,2
CASANARE,TÁMARA,2027,19,2
CASANARE,VILLANUEVA,2027,19,2
CASANARE,YOPAL,2027,51,6
CAUCA,ALMAGUER,2027,23,3
CAUCA,BALBOA,2027,23,3
CAUCA,BUENOS AIRES,2027,31,4
CAUCA,CAJIBÍO,2027,50,6
CAUCA,CALDONO,2027,33,4
CAUCA,CALOTO,2027,29,4
CAUCA,CORINTO,2027,20,2
CAUCA,GUACHENÉ,2027,7,1
CAUCA,GUAPI,2027,12,2
CAUCA,INZÁ,2027,15,2
CAUCA,JAMBALÓ,2027,12,2
CAUCA,LA SIERRA,2027,11,1
CAUCA,LA VEGA,2027,21,3
CAUCA,LÓPEZ,2027,15,2
CAUCA,MERCADERES,2027,19,2
CAUCA,MIRANDA,2027,15,2
CAUCA,PADILLA,2027,15,2
CAUCA,PAEZ,2027,27,3
CAUCA,PATÍA,2027,31,4
CAUCA,PIAMONTE,2027,31,4
CAUCA,PIENDAMÓ - TUNÍA,2027,27,3
CAUCA,POPAYÁN,2027,37,5
CAUCA,PUERTO TEJADA,2027,15,2
CAUCA,PURACÉ,2027,22,3
CAUCA,ROSAS,2027,15,2
CAUCA,SAN SEBASTIÁN,2027,19,2
CAUCA,SANTANDER DE QUILICHAO,2027,33,4
CAUCA,SILVIA,2027,27,3
CAUCA,SOTARÁ PAISPAMBA,2027,11,1
CAUCA,TIMBIQUÍ,2027,18,2
CAUCA,TIMBÍO,2027,15,2
CAUCA,TORIBIO,2027,19,2
CAUCA,TOTORÓ,2027,22,3
CAUCA,VILLA RICA,2027,19,2
CESAR,AGUACHICA,2027,50,6
CESAR,AGUSTÍN CODAZZI,2027,27,3
CESAR,ASTREA,2027,35,4
CESAR,BECERRIL,2027,23,3
CESAR,BOSCONIA,2027,15,2
CESAR,CHIMICHAGUA,2027,89,11
CESAR,CHIRIGUANÁ,2027,42,5
CESAR,CURUMANÍ,2027,62,8
CESAR,EL COPEY,2027,27,3
CESAR,EL PASO,2027,46,6
CESAR,GAMARRA,2027,33,4
CESAR,GONZÁLEZ,2027,15,2
CESAR,LA GLORIA,2027,41,5
CESAR,LA JAGUA DE IBIRICO,2027,31,4
CESAR,LA PAZ,2027,22,3
CESAR,MANAURE,2027,27,3
CESAR,PAILITAS,2027,31,4
CESAR,PELAYA,2027,22,3
CESAR,PUEBLO BELLO,2027,23,3
CESAR,RÍO DE ORO,2027,15,2
CESAR,SAN ALBERTO,2027,33,4
CESAR,SAN DIEGO,2027,35,4
CESAR,SAN MARTÍN,2027,41,5
CESAR,TAMALAMEQUE,2027,61,8
CESAR,VALLEDUPAR,2027,114,14
CHOCÓ,ACANDÍ,2027,27,3
CHOCÓ,ALTO BAUDÓ,2027,23,3
CHOCÓ,ATRATO,2027,19,2
CHOCÓ,BAGADÓ,2027,23,3
CHOCÓ,BAHÍA SOLANO,2027,31,4
CHOCÓ,BAJO BAUDÓ,2027,31,4
CHOCÓ,BOJAYA,2027,11,1
CHOCÓ,CARMEN DEL DARIÉN,2027,19,2
CHOCÓ,CONDOTO,2027,19,2
CHOCÓ,CÉRTEGUI,2027,23,3
CHOCÓ,EL CANTÓN DEL SAN PABLO,2027,19,2
CHOCÓ,EL CARMEN DE ATRATO,2027,11,1
CHOCÓ,EL LITORAL DEL SAN JUAN,2027,40,5
CHOCÓ,ISTMINA,2027,19,2
CHOCÓ,JURADÓ,2027,19,2
CHOCÓ,LLORÓ,2027,19,2
CHOCÓ,MEDIO ATRATO,2027,15,2
CHOCÓ,MEDIO BAUDÓ,2027,42,5
CHOCÓ,MEDIO SAN JUAN,2027,29,4
CHOCÓ,NUQUÍ,2027,49,6
CHOCÓ,NÓVITA,2027,25,3
CHOCÓ,QUIBDÓ,2027,46,6
CHOCÓ,RÍO IRÓ,2027,14,2
CHOCÓ,RÍO QUITO,2027,23,3
CHOCÓ,SAN JOSÉ DEL PALMAR,2027,15,2
CHOCÓ,SIPÍ,2027,27,3
CHOCÓ,TADÓ,2027,20,2
CHOCÓ,UNGUÍA,2027,42,5
CHOCÓ,UNIÓN PANAMERICANA,2027,15,2
CUNDINAMARCA,AGUA DE DIOS,2027,15,2
CUNDINAMARCA,ALBÁN,2027,19,2
CUNDINAMARCA,ANAPOIMA,2027,35,4
CUNDINAMARCA,ANOLAIMA,2027,23,3
CUNDINAMARCA,APULO,2027,15,2
CUNDINAMARCA,ARBELÁEZ,2027,19,2
CUNDINAMARCA,BELTRÁN,2027,25,3
CUNDINAMARCA,BITUIMA,2027,15,2
CUNDINAMARCA,BOJACÁ,2027,19,2
CUNDINAMARCA,CABRERA,2027,11,1
CUNDINAMARCA,CACHIPAY,2027,27,3
CUNDINAMARCA,CAJICÁ,2027,167,21
CUNDINAMARCA,CAPARRAPÍ,2027,29,4
CUNDINAMARCA,CAQUEZA,2027,15,2
CUNDINAMARCA,CARMEN DE CARUPA,2027,11,1
CUNDINAMARCA,CHAGUANÍ,2027,11,1
CUNDINAMARCA,CHIPAQUE,2027,23,3
CUNDINAMARCA,CHOACHÍ,2027,23,3
CUNDINAMARCA,CHOCONTÁ,2027,19,2
CUNDINAMARCA,CHÍA,2027,120,15
CUNDINAMARCA,COGUA,2027,89,11
CUNDINAMARCA,COTA,2027,15,2
CUNDINAMARCA,CUCUNUBÁ,2027,19,2
CUNDINAMARCA,EL COLEGIO,2027,35,4
CUNDINAMARCA,EL ROSAL,2027,38,5
CUNDINAMARCA,FACATATIVÁ,2027,120,15
CUNDINAMARCA,FOMEQUE,2027,23,3
CUNDINAMARCA,FOSCA,2027,19,2
CUNDINAMARCA,FUNZA,2027,42,5
CUNDINAMARCA,FUSAGASUGÁ,2027,62,8
CUNDINAMARCA,FÚQUENE,2027,23,3
CUNDINAMARCA,GACHALA,2027,15,2
CUNDINAMARCA,GACHANCIPÁ,2027,23,3
CUNDINAMARCA,GACHETÁ,2027,15,2
CUNDINAMARCA,GAMA,2027,11,1
CUNDINAMARCA,GIRARDOT,2027,27,3
CUNDINAMARCA,GUACHETÁ,2027,15,2
CUNDINAMARCA,GUADUAS,2027,42,5
CUNDINAMARCA,GUASCA,2027,27,3
CUNDINAMARCA,GUATAQUÍ,2027,19,2
CUNDINAMARCA,GUATAVITA,2027,19,2
CUNDINAMARCA,GUAYABAL DE SIQUIMA,2027,11,1
CUNDINAMARCA,GUAYABETAL,2027,35,4
CUNDINAMARCA,GUTIÉRREZ,2027,11,1
CUNDINAMARCA,JERUSALÉN,2027,3,0
CUNDINAMARCA,JUNÍN,2027,27,3
CUNDINAMARCA,LA CALERA,2027,77,10
CUNDINAMARCA,LA MESA,2027,27,3
CUNDINAMARCA,LA PALMA,2027,15,2
CUNDINAMARCA,LA PEÑA,2027,11,1
CUNDINAMARCA,LENGUAZAQUE,2027,18,2
CUNDINAMARCA,MACHETA,2027,14,2
CUNDINAMARCA,MADRID,2027,50,6
CUNDINAMARCA,MANTA,2027,7,1
CUNDINAMARCA,MEDINA,2027,35,4
CUNDINAMARCA,MOSQUERA,2027,24,3
CUNDINAMARCA,NEMOCÓN,2027,38,5
CUNDINAMARCA,NILO,2027,35,4
CUNDINAMARCA,NIMAIMA,2027,19,2
CUNDINAMARCA,NOCAIMA,2027,19,2
CUNDINAMARCA,PACHO,2027,15,2
CUNDINAMARCA,PAIME,2027,23,3
CUNDINAMARCA,PANDI,2027,11,1
CUNDINAMARCA,PARATEBUENO,2027,35,4
CUNDINAMARCA,PASCA,2027,19,2
CUNDINAMARCA,PUERTO SALGAR,2027,31,4
CUNDINAMARCA,PULÍ,2027,19,2
CUNDINAMARCA,QUEBRADANEGRA,2027,23,3
CUNDINAMARCA,QUETAME,2027,25,3
CUNDINAMARCA,QUIPILE,2027,31,4
CUNDINAMARCA,RICAURTE,2027,35,4
CUNDINAMARCA,SAN ANTONIO DEL TEQUENDAMA,2027,62,8
CUNDINAMARCA,SAN FRANCISCO,2027,19,2
CUNDINAMARCA,SAN JUAN DE RÍO SECO,2027,29,4
CUNDINAMARCA,SASAIMA,2027,27,3
CUNDINAMARCA,SESQUILÉ,2027,27,3
CUNDINAMARCA,SIBATÉ,2027,70,9
CUNDINAMARCA,SILVANIA,2027,35,4
CUNDINAMARCA,SIMIJACA,2027,27,3
CUNDINAMARCA,SOACHA,2027,31,4
CUNDINAMARCA,SOPÓ,2027,46,6
CUNDINAMARCA,SUBACHOQUE,2027,50,6
CUNDINAMARCA,SUESCA,2027,27,3
CUNDINAMARCA,SUPATÁ,2027,15,2
CUNDINAMARCA,SUSA,2027,15,2
CUNDINAMARCA,SUTATAUSA,2027,27,3
CUNDINAMARCA,TABIO,2027,62,8
CUNDINAMARCA,TAUSA,2027,27,3
CUNDINAMARCA,TENA,2027,23,3
CUNDINAMARCA,TENJO,2027,77,10
CUNDINAMARCA,TIBACUY,2027,23,3
CUNDINAMARCA,TIBIRITA,2027,11,1
CUNDINAMARCA,TOCAIMA,2027,38,5
CUNDINAMARCA,TOCANCIPÁ,2027,152,19
CUNDINAMARCA,TOPAIPÍ,2027,22,3
CUNDINAMARCA,UBALÁ,2027,27,3
CUNDINAMARCA,UBAQUE,2027,15,2
CUNDINAMARCA,UNE,2027,23,3
CUNDINAMARCA,VERGARA,2027,31,4
CUNDINAMARCA,VIANÍ,2027,15,2
CUNDINAMARCA,VILLA DE SAN DIEGO DE UBATE,2027,44,6
CUNDINAMARCA,VILLAGÓMEZ,2027,11,1
CUNDINAMARCA,VILLAPINZÓN,2027,19,2
CUNDINAMARCA,VILLETA,2027,23,3
CUNDINAMARCA,VIOTÁ,2027,31,4
CUNDINAMARCA,YACOPÍ,2027,50,6
CUNDINAMARCA,ZIPACÓN,2027,33,4
CUNDINAMARCA,ZIPAQUIRÁ,2027,191,24
CUNDINAMARCA,ÚTICA,2027,15,2
CÓRDOBA,AYAPEL,2027,36,4
CÓRDOBA,CANALETE,2027,38,5
CÓRDOBA,CERETÉ,2027,93,12
CÓRDOBA,CHIMÁ,2027,36,4
CÓRDOBA,CHINÚ,2027,101,13
CÓRDOBA,CIÉNAGA DE ORO,2027,66,8
CÓRDOBA,COTORRA,2027,38,5
CÓRDOBA,LA APARTADA,2027,15,2
CÓRDOBA,LORICA,2027,133,17
CÓRDOBA,LOS CÓRDOBAS,2027,46,6
CÓRDOBA,MOMIL,2027,28,4
CÓRDOBA,MONTELÍBANO,2027,53,7
CÓRDOBA,MONTERÍA,2027,249,31
CÓRDOBA,MOÑITOS,2027,37,5
CÓRDOBA,PLANETA RICA,2027,102,13
CÓRDOBA,PUEBLO NUEVO,2027,87,11
CÓRDOBA,PUERTO ESCONDIDO,2027,42,5
CÓRDOBA,PUERTO LIBERTADOR,2027,66,8
CÓRDOBA,PURÍSIMA,2027,25,3
CÓRDOBA,SAHAGÚN,2027,152,19
CÓRDOBA,SAN ANDRÉS DE SOTAVENTO,2027,70,9
CÓRDOBA,SAN ANTERO,2027,109,14
CÓRDOBA,SAN BERNARDO DEL VIENTO,2027,70,9
CÓRDOBA,SAN CARLOS,2027,37,5
CÓRDOBA,SAN JOSÉ DE URÉ,2027,35,4
CÓRDOBA,SAN PELAYO,2027,70,9
CÓRDOBA,TIERRALTA,2027,100,12
CÓRDOBA,TUCHÍN,2027,87,11
CÓRDOBA,VALENCIA,2027,51,6
GUAINÍA,BARRANCOMINAS,2027,7,1
GUAINÍA,INÍRIDA,2027,38,5
GUAINÍA,LA GUADALUPE,2027,3,0
GUAINÍA,MORICHAL,2027,3,0
GUAINÍA,PANA PANA,2027,3,0
GUAVIARE,EL RETORNO,2027,35,4
GUAVIARE,SAN JOSÉ DEL GUAVIARE,2027,77,10
HUILA,ACEVEDO,2027,16,2
HUILA,AGRADO,2027,15,2
HUILA,AIPE,2027,22,3
HUILA,ALGECIRAS,2027,19,2
HUILA,ALTAMIRA,2027,15,2
HUILA,BARAYA,2027,19,2
HUILA,CAMPOALEGRE,2027,19,2
HUILA,COLOMBIA,2027,14,2
HUILA,ELÍAS,2027,11,1
HUILA,GARZÓN,2027,33,4
HUILA,GIGANTE,2027,35,4
HUILA,HOBO,2027,15,2
HUILA,IQUIRA,2027,15,2
HUILA,ISNOS,2027,11,1
HUILA,LA ARGENTINA,2027,7,1
HUILA,LA PLATA,2027,15,2
HUILA,NEIVA,2027,45,6
HUILA,NÁTAGA,2027,11,1
HUILA,OPORAPA,2027,15,2
HUILA,PAICOL,2027,11,1
HUILA,PALERMO,2027,35,4
HUILA,PITAL,2027,15,2
HUILA,PITALITO,2027,27,3
HUILA,RIVERA,2027,29,4
HUILA,SALADOBLANCO,2027,24,3
HUILA,SAN AGUSTÍN,2027,15,2
HUILA,SANTA MARÍA,2027,15,2
HUILA,SUAZA,2027,19,2
HUILA,TARQUI,2027,23,3
HUILA,TELLO,2027,23,3
HUILA,TERUEL,2027,15,2
HUILA,TESALIA,2027,7,1
HUILA,TIMANÁ,2027,22,3
HUILA,VILLAVIEJA,2027,19,2
HUILA,YAGUARÁ,2027,11,1
LA GUAJIRA,BARRANCAS,2027,42,5
LA GUAJIRA,DIBULLA,2027,46,6
LA GUAJIRA,DISTRACCIÓN,2027,38,5
LA GUAJIRA,EL MOLINO,2027,15,2
LA GUAJIRA,FONSECA,2027,42,5
LA GUAJIRA,HATONUEVO,2027,38,5
LA GUAJIRA,LA JAGUA DEL PILAR,2027,14,2
LA GUAJIRA,MAICAO,2027,62,8
LA GUAJIRA,RIOHACHA,2027,126,16
LA GUAJIRA,SAN JUAN DEL CESAR,2027,76,10
LA GUAJIRA,URIBIA,2027,57,7
LA GUAJIRA,URUMITA,2027,15,2
MAGDALENA,ALGARROBO,2027,27,3
MAGDALENA,ARACATACA,2027,31,4
MAGDALENA,ARIGUANÍ,2027,31,4
MAGDALENA,CERRO SAN ANTONIO,2027,19,2
MAGDALENA,CHIVOLO,2027,27,3
MAGDALENA,CIÉNAGA,2027,31,4
MAGDALENA,CONCORDIA,2027,23,3
MAGDALENA,EL BANCO,2027,58,7
MAGDALENA,EL PIÑON,2027,42,5
MAGDALENA,EL RETÉN,2027,35,4
MAGDALENA,FUNDACIÓN,2027,33,4
MAGDALENA,NUEVA GRANADA,2027,38,5
MAGDALENA,PEDRAZA,2027,18,2
MAGDALENA,PIJIÑO DEL CARMEN,2027,22,3
MAGDALENA,PIVIJAY,2027,35,4
MAGDALENA,PLATO,2027,31,4
MAGDALENA,PUEBLOVIEJO,2027,46,6
MAGDALENA,REMOLINO,2027,23,3
MAGDALENA,SABANAS DE SAN ANGEL,2027,24,3
MAGDALENA,SAN SEBASTIÁN DE BUENAVISTA,2027,31,4
MAGDALENA,SAN ZENÓN,2027,19,2
MAGDALENA,SANTA ANA,2027,15,2
MAGDALENA,SANTA BÁRBARA DE PINTO,2027,23,3
MAGDALENA,SANTA MARTA,2027,110,14
MAGDALENA,SITIONUEVO,2027,27,3
MAGDALENA,TENERIFE,2027,24,3
MAGDALENA,ZAPAYÁN,2027,31,4
MAGDALENA,ZONA BANANERA,2027,80,10
META,ACACÍAS,2027,49,6
META,BARRANCA DE UPÍA,2027,15,2
META,CABUYARO,2027,15,2
META,CASTILLA LA NUEVA,2027,22,3
META,CUMARAL,2027,38,5
META,EL CALVARIO,2027,15,2
META,EL CASTILLO,2027,23,3
META,EL DORADO,2027,12,2
META,FUENTE DE ORO,2027,31,4
META,GRANADA,2027,32,4
META,GUAMAL,2027,42,5
META,LA MACARENA,2027,35,4
META,LEJANÍAS,2027,27,3
META,MAPIRIPÁN,2027,7,1
META,MESETAS,2027,27,3
META,PUERTO CONCORDIA,2027,15,2
META,PUERTO GAITÁN,2027,15,2
META,PUERTO LLERAS,2027,15,2
META,PUERTO LÓPEZ,2027,45,6
META,SAN CARLOS DE GUAROA,2027,23,3
META,SAN JUAN DE ARAMA,2027,35,4
META,SAN JUANITO,2027,15,2
META,SAN LUIS DE CUBARRAL,2027,15,2
META,URIBE,2027,19,2
META,VILLAVICENCIO,2027,109,14
META,VISTAHERMOSA,2027,50,6
NARIÑO,ALDANA,2027,7,1
NARIÑO,ANCUYA,2027,15,2
NARIÑO,ARBOLEDA,2027,7,1
NARIÑO,BARBACOAS,2027,25,3
NARIÑO,BELÉN,2027,15,2
NARIÑO,BUESACO,2027,23,3
NARIÑO,CHACHAGÜÍ,2027,19,2
NARIÑO,COLÓN,2027,12,2
NARIÑO,CONSACÁ,2027,15,2
NARIÑO,CONTADERO,2027,11,1
NARIÑO,CUASPUD CARLOSAMA,2027,7,1
NARIÑO,CUMBAL,2027,19,2
NARIÑO,CUMBITARA,2027,11,1
NARIÑO,EL CHARCO,2027,7,1
NARIÑO,EL PEÑOL,2027,7,1
NARIÑO,EL ROSARIO,2027,11,1
NARIÑO,EL TABLÓN DE GÓMEZ,2027,10,1
NARIÑO,EL TAMBO,2027,37,5
NARIÑO,FRANCISCO PIZARRO,2027,11,1
NARIÑO,FUNES,2027,15,2
NARIÑO,GUACHUCAL,2027,15,2
NARIÑO,GUAITARILLA,2027,15,2
NARIÑO,GUALMATÁN,2027,11,1
NARIÑO,ILES,2027,11,1
NARIÑO,IMUÉS,2027,15,2
NARIÑO,IPIALES,2027,41,5
NARIÑO,LA CRUZ,2027,11,1
NARIÑO,LA FLORIDA,2027,19,2
NARIÑO,LA LLANADA,2027,7,1
NARIÑO,LA TOLA,2027,15,2
NARIÑO,LA UNIÓN,2027,29,4
NARIÑO,LEIVA,2027,15,2
NARIÑO,LINARES,2027,11,1
NARIÑO,LOS ANDES,2027,11,1
NARIÑO,MAGÜI,2027,11,1
NARIÑO,MALLAMA,2027,7,1
NARIÑO,OLAYA HERRERA,2027,15,2
NARIÑO,OSPINA,2027,11,1
NARIÑO,PASTO,2027,126,16
NARIÑO,POLICARPA,2027,15,2
NARIÑO,POTOSÍ,2027,11,1
NARIÑO,PROVIDENCIA,2027,31,4
NARIÑO,PUERRES,2027,15,2
NARIÑO,PUPIALES,2027,19,2
NARIÑO,ROBERTO PAYÁN,2027,3,0
NARIÑO,SAMANIEGO,2027,11,1
NARIÑO,SAN BERNARDO,2027,15,2
NARIÑO,SAN LORENZO,2027,12,2
NARIÑO,SAN PABLO,2027,22,3
NARIÑO,SAN PEDRO DE CARTAGO,2027,11,1
NARIÑO,SANDONÁ,2027,15,2
NARIÑO,SANTA BÁRBARA,2027,20,2
NARIÑO,SANTACRUZ,2027,3,0
NARIÑO,SAPUYES,2027,19,2
NARIÑO,TAMINANGO,2027,19,2
NARIÑO,TANGUA,2027,15,2
NARIÑO,TUMACO - SAN ANDRES DE TUMACO,2027,100,12
NARIÑO,TÚQUERRES,2027,19,2
NARIÑO,YACUANQUER,2027,11,1
NORTE DE SANTANDER,ABREGO,2027,15,2
NORTE DE SANTANDER,ARBOLEDAS,2027,19,2
NORTE DE SANTANDER,BOCHALEMA,2027,31,4
NORTE DE SANTANDER,BUCARASICA,2027,19,2
NORTE DE SANTANDER,CACHIRÁ,2027,23,3
NORTE DE SANTANDER,CHINÁCOTA,2027,35,4
NORTE DE SANTANDER,CHITAGÁ,2027,18,2
NORTE DE SANTANDER,CONVENCIÓN,2027,15,2
NORTE DE SANTANDER,CUCUTILLA,2027,15,2
NORTE DE SANTANDER,CÁCOTA,2027,11,1
NORTE DE SANTANDER,DURANIA,2027,27,3
NORTE DE SANTANDER,EL CARMEN,2027,19,2
NORTE DE SANTANDER,EL TARRA,2027,15,2
NORTE DE SANTANDER,EL ZULIA,2027,54,7
NORTE DE SANTANDER,GRAMALOTE,2027,23,3
NORTE DE SANTANDER,HACARÍ,2027,11,1
NORTE DE SANTANDER,HERRÁN,2027,7,1
NORTE DE SANTANDER,LA ESPERANZA,2027,33,4
NORTE DE SANTANDER,LA PLAYA,2027,11,1
NORTE DE SANTANDER,LABATECA,2027,11,1
NORTE DE SANTANDER,LOS PATIOS,2027,62,8
NORTE DE SANTANDER,LOURDES,2027,11,1
NORTE DE SANTANDER,MUTISCUA,2027,23,3
NORTE DE SANTANDER,OCAÑA,2027,54,7
NORTE DE SANTANDER,PAMPLONA,2027,15,2
NORTE DE SANTANDER,PAMPLONITA,2027,23,3
NORTE DE SANTANDER,PUERTO SANTANDER,2027,19,2
NORTE DE SANTANDER,RAGONVALIA,2027,15,2
NORTE DE SANTANDER,SALAZAR,2027,31,4
NORTE DE SANTANDER,SAN CALIXTO,2027,27,3
NORTE DE SANTANDER,SAN CAYETANO,2027,27,3
NORTE DE SANTANDER,SAN JOSÉ DE CÚCUTA,2027,175,22
NORTE DE SANTANDER,SANTIAGO,2027,13,2
NORTE DE SANTANDER,SARDINATA,2027,38,5
NORTE DE SANTANDER,SILOS,2027,23,3
NORTE DE SANTANDER,TEORAMA,2027,15,2
NORTE DE SANTANDER,TIBÚ,2027,54,7
NORTE DE SANTANDER,VILLA CARO,2027,15,2
NORTE DE SANTANDER,VILLA DEL ROSARIO,2027,23,3
PUTUMAYO,MOCOA,2027,40,5
PUTUMAYO,ORITO,2027,44,6
PUTUMAYO,PUERTO ASÍS,2027,40,5
PUTUMAYO,PUERTO CAICEDO,2027,23,3
PUTUMAYO,PUERTO GUZMÁN,2027,50,6
PUTUMAYO,PUERTO LEGUÍZAMO,2027,31,4
PUTUMAYO,SIBUNDOY,2027,7,1
PUTUMAYO,VALLE DEL GUAMUEZ,2027,31,4
PUTUMAYO,VILLAGARZÓN,2027,40,5
QUINDÍO,ARMENIA,2027,46,6
QUINDÍO,BUENAVISTA,2027,30,4
QUINDÍO,CALARCA,2027,45,6
QUINDÍO,CIRCASIA,2027,62,8
QUINDÍO,FILANDIA,2027,19,2
QUINDÍO,GÉNOVA,2027,11,1
